20;"What challenges did American society face?
";The Civil War
21;"How did Americans respond to these challenges?
";Americans responded by establishing a new government.
22;"What were the goals of reformers?
";reform the government
23;"How are the articles in the gallery above examples of Muckraking?
";The articles are about the corruption of the government.
24;"What potential problems can you identify in the Triangle Shirtwaist Factory that may have contributed to the death of so many workers?
";The building was poorly constructed
25;"How has the Food and Drug Administration evolved since its creation?
";<pad>The FDA has grown from a small agency to a large one with a staff of
26;"Use the interactive map to identify examples of Jim Crow laws. 1. What laws most disturbed you?
";1. Jim Crow laws
27;"What law surprised you the most?
";the law of gravity
28;"Why types of laws seemed most common?
";laws that regulate the use of land
29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";help
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";to a large extent
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";to protect their jobs
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";<pad>In the early 20th century, the double standard was a way for women to be accepted
61;"To what extent did growing venues of mass media shape a mass culture?
";to a large extent
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";interracial marriages
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";geography
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";modern
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";The Great Depression was a result of the Great Depression
66;"How did environmental factors aﬀect the Great Depression?
";drought
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";<pad>The government under Hoover reacted to the Great Depression by implementing the New Deal.
68;"How did the Great Depression aﬀect American citizens?
";the economy collapsed
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";<pad>Hoover's response to the Great Depression was to create a new government agency, the
70;"What Caused the Great Depression?
";stagflation
;Question;Response
0;"How did physical geography impact industrial growth?
";The geography of the United States has a great impact on the development of industry.
1;"How did tycoons inﬂuence the growth of corporations?
";tycoons influenced the growth of corporations
2;"How did inventions impact demands for labor?
";inventions increased the demand for labor
3;"How did the government interact with big business?
";The government regulated big business.
4;"How did urban development change the landscape of America?
";urbanization
5;"How did race, gender and social status aﬀect American politics?
";<pad>The political system in the United States is based on the principle of a republic, with
6;"How do the maps above demonstrate that the United States was geographically ready for the Industrial Revolution?
";The United States had a large population and a large land mass.
7;"How does Andrew Carnegie view the role of the wealthy?
";wealthy should use their wealth to help the poor
8;"How does Andrew Carnegie view charity?
";a way to help people
9;"What part of the American identity does Carnegie emphasize in this document?
";American Exceptionalism
10;"How does this document reﬂect the ""Forty-Millionaire Carnegie in his Great Double Role"" political cartoon?
";The cartoon is a satire of the Carnegie's wealth and power.
11;"How does the population growth in Detroit reﬂect the growth of the Auto Industry?
";Detroit's population grew by a third between 1950 and 1970
12;"How did labor change and stay the same from pre- Industrial Revolution to during the Industrial Revolution?
";The work force was divided into two categories, skilled and unskilled.
13;"What inventions greatly changed how Americans work?
";phonograph and telephone
14;"To what extent did labor beneﬁt from the Industrial Revolution?
";a great deal
15;"To what extent did government interact with the economy?
";to a large extent
16;"The Cross of Gold Speech Check out an excerpt of the “Cross of Gold Speech” here! What grievances does William Jennings Bryan address in this speech?
";the monopoly of the railroads
17;"How does he compare farmers to those on the Atlantic Coast?
";the Atlantic Coast
18;"How does this speech represent the goals of the Populist Party?
";Populists want to make the government more accountable to the people.
19;"Think Geography! Why would more Asian immigrants enter through California, while more European immigrants came in through New York?
";California is closer to Asia
20;"What challenges did American society face?
";The Civil War
21;"How did Americans respond to these challenges?
";Americans responded by establishing a new government.
22;"What were the goals of reformers?
";reform the government
23;"How are the articles in the gallery above examples of Muckraking?
";The articles are about the corruption of the government.
24;"What potential problems can you identify in the Triangle Shirtwaist Factory that may have contributed to the death of so many workers?
";The building was poorly constructed
25;"How has the Food and Drug Administration evolved since its creation?
";<pad>The FDA has grown from a small agency to a large one with a staff of
26;"Use the interactive map to identify examples of Jim Crow laws. 1. What laws most disturbed you?
";1. Jim Crow laws
27;"What law surprised you the most?
";the law of gravity
28;"Why types of laws seemed most common?
";laws that regulate the use of land
29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";help
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";to a large extent
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";to protect their jobs
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";<pad>In the early 20th century, the double standard was a way for women to be accepted
61;"To what extent did growing venues of mass media shape a mass culture?
";to a large extent
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";interracial marriages
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";geography
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";modern
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";The Great Depression was a result of the Great Depression
66;"How did environmental factors aﬀect the Great Depression?
";drought
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";<pad>The government under Hoover reacted to the Great Depression by implementing the New Deal.
68;"How did the Great Depression aﬀect American citizens?
";the economy collapsed
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";<pad>Hoover's response to the Great Depression was to create a new government agency, the
70;"What Caused the Great Depression?
";stagflation
71;"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?
";<pad>Hoover's response to the Great Depression was to create the New Deal, which was
;Question;Response
0;"How did physical geography impact industrial growth?
";The geography of the United States has a great impact on the development of industry.
1;"How did tycoons inﬂuence the growth of corporations?
";tycoons influenced the growth of corporations
2;"How did inventions impact demands for labor?
";inventions increased the demand for labor
3;"How did the government interact with big business?
";The government regulated big business.
4;"How did urban development change the landscape of America?
";urbanization
5;"How did race, gender and social status aﬀect American politics?
";<pad>The political system in the United States is based on the principle of a republic, with
6;"How do the maps above demonstrate that the United States was geographically ready for the Industrial Revolution?
";The United States had a large population and a large land mass.
7;"How does Andrew Carnegie view the role of the wealthy?
";wealthy should use their wealth to help the poor
8;"How does Andrew Carnegie view charity?
";a way to help people
9;"What part of the American identity does Carnegie emphasize in this document?
";American Exceptionalism
10;"How does this document reﬂect the ""Forty-Millionaire Carnegie in his Great Double Role"" political cartoon?
";The cartoon is a satire of the Carnegie's wealth and power.
11;"How does the population growth in Detroit reﬂect the growth of the Auto Industry?
";Detroit's population grew by a third between 1950 and 1970
12;"How did labor change and stay the same from pre- Industrial Revolution to during the Industrial Revolution?
";The work force was divided into two categories, skilled and unskilled.
13;"What inventions greatly changed how Americans work?
";phonograph and telephone
14;"To what extent did labor beneﬁt from the Industrial Revolution?
";a great deal
15;"To what extent did government interact with the economy?
";to a large extent
16;"The Cross of Gold Speech Check out an excerpt of the “Cross of Gold Speech” here! What grievances does William Jennings Bryan address in this speech?
";the monopoly of the railroads
17;"How does he compare farmers to those on the Atlantic Coast?
";the Atlantic Coast
18;"How does this speech represent the goals of the Populist Party?
";Populists want to make the government more accountable to the people.
19;"Think Geography! Why would more Asian immigrants enter through California, while more European immigrants came in through New York?
";California is closer to Asia
20;"What challenges did American society face?
";The Civil War
21;"How did Americans respond to these challenges?
";Americans responded by establishing a new government.
22;"What were the goals of reformers?
";reform the government
23;"How are the articles in the gallery above examples of Muckraking?
";The articles are about the corruption of the government.
24;"What potential problems can you identify in the Triangle Shirtwaist Factory that may have contributed to the death of so many workers?
";The building was poorly constructed
25;"How has the Food and Drug Administration evolved since its creation?
";<pad>The FDA has grown from a small agency to a large one with a staff of
26;"Use the interactive map to identify examples of Jim Crow laws. 1. What laws most disturbed you?
";1. Jim Crow laws
27;"What law surprised you the most?
";the law of gravity
28;"Why types of laws seemed most common?
";laws that regulate the use of land
29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";help
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";to a large extent
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";to protect their jobs
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";<pad>In the early 20th century, the double standard was a way for women to be accepted
61;"To what extent did growing venues of mass media shape a mass culture?
";to a large extent
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";interracial marriages
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";geography
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";modern
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";The Great Depression was a result of the Great Depression
66;"How did environmental factors aﬀect the Great Depression?
";drought
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";<pad>The government under Hoover reacted to the Great Depression by implementing the New Deal.
68;"How did the Great Depression aﬀect American citizens?
";the economy collapsed
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";<pad>Hoover's response to the Great Depression was to create a new government agency, the
70;"What Caused the Great Depression?
";stagflation
71;"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?
";<pad>Hoover's response to the Great Depression was to create the New Deal, which was
72;"What were the causes of World War II?
";the rise of nazism
;Question;Response
0;"How did physical geography impact industrial growth?
";The geography of the United States has a great impact on the development of industry.
1;"How did tycoons inﬂuence the growth of corporations?
";tycoons influenced the growth of corporations
2;"How did inventions impact demands for labor?
";inventions increased the demand for labor
3;"How did the government interact with big business?
";The government regulated big business.
4;"How did urban development change the landscape of America?
";urbanization
5;"How did race, gender and social status aﬀect American politics?
";<pad>The political system in the United States is based on the principle of a republic, with
6;"How do the maps above demonstrate that the United States was geographically ready for the Industrial Revolution?
";The United States had a large population and a large land mass.
7;"How does Andrew Carnegie view the role of the wealthy?
";wealthy should use their wealth to help the poor
8;"How does Andrew Carnegie view charity?
";a way to help people
9;"What part of the American identity does Carnegie emphasize in this document?
";American Exceptionalism
10;"How does this document reﬂect the ""Forty-Millionaire Carnegie in his Great Double Role"" political cartoon?
";The cartoon is a satire of the Carnegie's wealth and power.
11;"How does the population growth in Detroit reﬂect the growth of the Auto Industry?
";Detroit's population grew by a third between 1950 and 1970
12;"How did labor change and stay the same from pre- Industrial Revolution to during the Industrial Revolution?
";The work force was divided into two categories, skilled and unskilled.
13;"What inventions greatly changed how Americans work?
";phonograph and telephone
14;"To what extent did labor beneﬁt from the Industrial Revolution?
";a great deal
15;"To what extent did government interact with the economy?
";to a large extent
16;"The Cross of Gold Speech Check out an excerpt of the “Cross of Gold Speech” here! What grievances does William Jennings Bryan address in this speech?
";the monopoly of the railroads
17;"How does he compare farmers to those on the Atlantic Coast?
";the Atlantic Coast
18;"How does this speech represent the goals of the Populist Party?
";Populists want to make the government more accountable to the people.
19;"Think Geography! Why would more Asian immigrants enter through California, while more European immigrants came in through New York?
";California is closer to Asia
20;"What challenges did American society face?
";The Civil War
21;"How did Americans respond to these challenges?
";Americans responded by establishing a new government.
22;"What were the goals of reformers?
";reform the government
23;"How are the articles in the gallery above examples of Muckraking?
";The articles are about the corruption of the government.
24;"What potential problems can you identify in the Triangle Shirtwaist Factory that may have contributed to the death of so many workers?
";The building was poorly constructed
25;"How has the Food and Drug Administration evolved since its creation?
";<pad>The FDA has grown from a small agency to a large one with a staff of
26;"Use the interactive map to identify examples of Jim Crow laws. 1. What laws most disturbed you?
";1. Jim Crow laws
27;"What law surprised you the most?
";the law of gravity
28;"Why types of laws seemed most common?
";laws that regulate the use of land
29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
32;"Some of LaFollette’s views are still debates occurring today. Where do you fall on these issues?
";LaFollette was a staunch supporter of the right to vote.
33;"How did Teddy Bears Get Their Names?
";<pad>teddy bears were named after teddy roose
34;"What does Roosevelt’s response seem to be?
";a reluctance to accept the offer
35;"Why were the 1890s a turning point in American foreign policy history?
";the u s entered world war i
36;"To what degree was American expansion in the 1890s a continuation of manifest destiny?
";yes
37;"What were the causes and consequences of the Spanish- American War?
";Spain's invasion of Cuba
38;"What challenges did America face in governing an empire?
";The United States had to deal with the complexities of governing a large empire.
39;"Were Wilson’s 14 Points idealistic or realistic?
";idealistic
40;"What were the causes and consequences of the Spanish-American War?
";<pad>The Spanish-American War was a war between the United States and Spain in 1898.
41;"To what extent was American expansion in the 1890s a continuation of manifest destiny in the 1840s?
";no
42;"In American political cartoons, Uncle Sam and Columbia have often been used to represent the United States. In this cartoon, Uncle Sam refers to the U.S. government, while Columbia is representative of the American people. What are some of the symbols that are critical to understanding the political cartoon?
";Columbia
43;"What is the cartoonist’s perspective on assistance for Cuba?
";Cuba is a communist country
44;"Describe the objects or people in the cartoon.2. What words are being stepped over by John Bull (England) and Uncle Sam (United States)?
";"""I am a British Citizen"" and ""I am an American Citizen"""
45;"What issue is this political cartoon about?
";sex
46;"For what reasons was imperialism supported by some and opposed by others?
";for economic gain
47;"Following America’s acquisition of Cuba and Puerto Rico, the debate as to whether the Constitution followed the ﬂag raged fully. How well did America live up to those ideals of an “empire of liberty” in the Caribbean while projecting its power?
";<pad>The United States has a long history of promoting democracy and human rights in the Caribbean.
48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";help
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";to a large extent
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";to protect their jobs
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";<pad>In the early 20th century, the double standard was a way for women to be accepted
61;"To what extent did growing venues of mass media shape a mass culture?
";to a large extent
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";interracial marriages
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";geography
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";modern
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";The Great Depression was a result of the Great Depression
66;"How did environmental factors aﬀect the Great Depression?
";drought
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";<pad>The government under Hoover reacted to the Great Depression by implementing the New Deal.
68;"How did the Great Depression aﬀect American citizens?
";the economy collapsed
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";<pad>Hoover's response to the Great Depression was to create a new government agency, the
70;"What Caused the Great Depression?
";stagflation
71;"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?
";<pad>Hoover's response to the Great Depression was to create the New Deal, which was
72;"What were the causes of World War II?
";the rise of nazism
73;"How did the civic values of the Axis powers diﬀer from the core democratic values of the United States?
";the Axis powers had a strong military
;Question;Response
0;"How did physical geography impact industrial growth?
";The geography of the United States has a great impact on the development of industry.
1;"How did tycoons inﬂuence the growth of corporations?
";tycoons influenced the growth of corporations
2;"How did inventions impact demands for labor?
";inventions increased the demand for labor
3;"How did the government interact with big business?
";The government regulated big business.
4;"How did urban development change the landscape of America?
";urbanization
5;"How did race, gender and social status aﬀect American politics?
";<pad>The political system in the United States is based on the principle of a republic, with
6;"How do the maps above demonstrate that the United States was geographically ready for the Industrial Revolution?
";The United States had a large population and a large land mass.
7;"How does Andrew Carnegie view the role of the wealthy?
";wealthy should use their wealth to help the poor
8;"How does Andrew Carnegie view charity?
";a way to help people
9;"What part of the American identity does Carnegie emphasize in this document?
";American Exceptionalism
10;"How does this document reﬂect the ""Forty-Millionaire Carnegie in his Great Double Role"" political cartoon?
";The cartoon is a satire of the Carnegie's wealth and power.
11;"How does the population growth in Detroit reﬂect the growth of the Auto Industry?
";Detroit's population grew by a third between 1950 and 1970
12;"How did labor change and stay the same from pre- Industrial Revolution to during the Industrial Revolution?
";The work force was divided into two categories, skilled and unskilled.
13;"What inventions greatly changed how Americans work?
";phonograph and telephone
14;"To what extent did labor beneﬁt from the Industrial Revolution?
";a great deal
15;"To what extent did government interact with the economy?
";to a large extent
16;"The Cross of Gold Speech Check out an excerpt of the “Cross of Gold Speech” here! What grievances does William Jennings Bryan address in this speech?
";the monopoly of the railroads
17;"How does he compare farmers to those on the Atlantic Coast?
";the Atlantic Coast
18;"How does this speech represent the goals of the Populist Party?
";Populists want to make the government more accountable to the people.
19;"Think Geography! Why would more Asian immigrants enter through California, while more European immigrants came in through New York?
";California is closer to Asia
20;"What challenges did American society face?
";The Civil War
21;"How did Americans respond to these challenges?
";Americans responded by establishing a new government.
22;"What were the goals of reformers?
";reform the government
23;"How are the articles in the gallery above examples of Muckraking?
";The articles are about the corruption of the government.
24;"What potential problems can you identify in the Triangle Shirtwaist Factory that may have contributed to the death of so many workers?
";The building was poorly constructed
25;"How has the Food and Drug Administration evolved since its creation?
";<pad>The FDA has grown from a small agency to a large one with a staff of
26;"Use the interactive map to identify examples of Jim Crow laws. 1. What laws most disturbed you?
";1. Jim Crow laws
27;"What law surprised you the most?
";the law of gravity
28;"Why types of laws seemed most common?
";laws that regulate the use of land
29;"Listen to personal narratives from individuals that experienced Jim Crow ﬁrsthand. What challenges did these individuals face?
";The Jim Crow laws were enforced by the police and the courts.
30;"NAACP that emerged was Booker T. Washington, an African American educator. He founded the Tuskegee Institute, which was a vocational school for African Americans in the south. He believed that African Americans Explore the NAACP website and identify the issues they are addressing today. How are these challenges similar to and diﬀerent from those faced during the Progressive Era?
";The NAACP is addressing issues of racism, poverty, and education.
31;"You Decide: Booker T. Washington or W.E.B. DuBois?
";Booker T. Washington
