;Question;Response
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?

It is difficult to answer this question without a more detailed understanding of the circumstances that led to the United States' entry into World War I and, in particular, the role of the Federal Reserve System in this war. The central question is: What was the purpose of the Federal Reserve System, and how did it play a role in American foreign policy? This essay will focus on two questions: (1) how the Fed was used as a means of controlling the money supply and (2) how this monetary policy contributed to the rise of militarism in the United States.

A Brief History of the Federal Reserve System

In 1867, President Andrew Jackson issued a proclamation calling for the creation of a central bank to serve as a clearinghouse for the nation's currency. This was the first time in American history that a government had attempted to create a national currency and it set the stage for the development of the Federal Reserve System that we know today.

During the Civil War,"
51;"How did the geography of Europe impact WWI warfare?
";"How did the geography of Europe impact WWI warfare?

Geography is a key factor in the development of warfare, and it has an impact on many aspects of military strategy. For example, the location of a battle can have a significant impact on the number of casualties that can be sustained and the extent of damage to the enemy's forces. This is illustrated in the map below which shows the location of battles in World War I and World War II.

Map of World War I and World War II Battles Location of Battles in World War I and World War II (click to enlarge)

In the case of World War I, there were a number of factors that contributed to the conflict, including the fact that Germany was at the height of its power and had the resources to wage a war of attrition against the Allied forces. This led to a large number of casualties on both sides, as well as an increase in the cost of war due to the need to build up a large reserve of weapons and supplies.

The same was true"
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";"To what extent should the victors of a war be permitted to structure a post-war peace?

This is a question that has been debated for a long time in the United States and in other countries that have suffered war, such as Great Britain in the 19th century, Germany in the 20th century, and Japan in the 21st century. The answer to this question is that there is no right answer, only a set of rules that must be followed to avoid a repeat of the horrors of World War II. These rules include, but are not limited to:

1. No nation or group of nations can use force against another nation or group of nations without the consent of the other nation or group of nations. This means that a nation that invades another nation must be prepared to withdraw its forces if the invasion is unsuccessful, and that it is not permitted to occupy the territory of the invaded nation for a period of at least two years after the invasion has been completed.

2. No nation or group of nations can use force against another nation or group of nations unless"
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?

It's because they're veterans of the Vietnam War, and that's the reason they do it.

So what's the difference between a veteran and a nonveteran?

Veterans have served their country honorably, while nonveterans have not. The distinction is based on service in the armed forces, not citizenship.

How many veterans live in your home?

About 1,000, according to the VA. That's a lot of veterans, but not all of them are active-duty service members. Some are retired, and there are others who have left the military and are living off their GI Bill or Social Security benefits.

Do you have a veteran in your family?

Yes, my wife has a veteran in her family. She's an Air Force nurse and a veteran of the Korean War. We've been married since the mid-1970s, and our son is a Marine, as well.

What are"
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?

I think it's fair to say that business was more conservative in the 1920s than it is today. The business community had a lot of success with government-run monopolies, such as the Post Office, which was run by the U.S. Postal Service for many years. It was a government monopoly, but there was no government regulation of the business community.

In terms of innovation, the government did a lot of things that were innovative, such as the Interstate Commerce Commission (ICC), which set the speed limit for interstate commerce in the United States. That was an innovation in the way we think about transportation. The ICC was the first agency to have a set of rules that were based on science and not on political whim.

What were the most innovative things that government did during the 1920s?

One of the most innovative things that the government did was create the National Bureau of Standards (NBS), which was a precursor to the Federal Trade Commission ("
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?

I think it had a lot to do with the rise of the United States as a world power, and the fact that we were in a position to take advantage of that. The League of Nations was an international organization that came into being in the aftermath of World War I, and it was a very, very important instrument for the United States in that time of international crisis.

In other words, the League of Nations helped create the conditions that led to the creation of the United States of America.

Yes, that's right. And that's one of the reasons why I'm a little bit skeptical of the idea that there's a ""new Cold War"" in the sense that we're going to have a nuclear war between the United States and Russia. That's not going to happen. It's a different kind of war, and it's one that we're going to have to fight on our own terms.

What's your take on the current state of the world"
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";"At what point can fear lead to infringement upon an individual or group’s civil liberties?

It is a well-established principle of the First Amendment that the government may not prohibit the expression of an idea simply because society finds the idea itself offensive or disagreeable. In other words, a law that criminalizes speech that offends the majority is unconstitutional unless it can be shown that the law is necessary to serve a compelling government interest or is the least restrictive means of achieving that interest. See Chaplinsky v. New Hampshire, 315 U.S. 568, 574 (1942) (upholding prohibition of Ku Klux Klan membership on grounds that it was ""unlawful to deprive a person of life, liberty or property without due process of law"" and that ""[t]he right of free speech is not unlimited, and may be abridged only by the most stringent safeguards ․""). This principle has been reaffirmed by the Supreme Court in a number of cases, most recently in R.A.V. v. City of St. Paul, 505 U"
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?

I think it helped, in a sense of giving the working class a sense of purpose, but it did not lead to a long-term victory. The unions were able to organize workers in a way that had never been done before, and that was a big part of the reason why there was a huge wave of strikes in the 1930s and '40s. But the short-term victories of the labor movement in the 1920s ultimately helped or hindered its long-term goals. In other words, they were the beginning of the end of the organized labor movement as we know it.

How do you think this played out in terms of the political economy of the United States?

The labor movement had an enormous impact on the American economy and the way it functioned for the next 50 years. It was one of the most important forces in the development of the New Deal, the Great Society, and the Civil Rights Movement. But it was also a major force in the rise"
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?

A number of factors were at work, including the rise of China's middle class, which was a major factor in the country's economic growth. But there was also a shift in the nature of business, as companies shifted from manufacturing to services such as financial services, real estate and retail. In this context, it is no surprise that China's GDP per capita shrank by 7.5 percent between 2000 and 2010, according to the World Bank.

What are the lessons for the United States?

The most important lesson is that a country can grow at a high rate without being able to sustain that growth. If you look at the U.S. economy as a whole, it has been growing at an average rate of 3 percent a year for the past 20 years or so. That's the longest period of sustained growth in the history of the world's most populous country. But if you look at individual sectors, you see that the sector with the highest growth rate is the"
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?

It's a question I get asked a lot and the answer is that labor has an interest in the minimum wage, but not in how it's set. The government is in the business of setting the minimum wage, not labor. Labor's interest is in a living wage for its members, not the minimum wage.

What's the most important thing you learned from your time in the White House?

One of the things I learned is that there are two kinds of people in this country: those who want to be president and those who do not. The first group is a lot of people who think they're going to be president, and that's fine. The second group is not so happy about that. They're very angry that their jobs are on the line, and they want to make sure that those people are not in the Oval Office.

You were a labor leader during the Great Depression, right? How did that change your view of the labor movement?
"
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?

I think it's a combination of two things. One is the rise of feminism, which was an attempt to break the power of the male-supremacist patriarchy by bringing women into the public sphere. That has made it easier for women to be seen as equal to men, but it's also created a culture in which women are expected to behave in ways that are less than the ideal of femininity. So there's a kind of double standard that's created by the fact that we live in a society that is more or less gender-normative, and that's a very difficult thing to break.

On the other hand, I think that the way that feminism has come to be associated with radical feminism and anti-patriarchal feminism is a little bit of a misnomer. It's not that radical feminists are against patriarchy, but they're against patriarchy as a social system and as a way of organizing society. And that's what feminism is about, not the"
61;"To what extent did growing venues of mass media shape a mass culture?
";"To what extent did growing venues of mass media shape a mass culture?

I think it's fair to say that the rise of mass media did have a profound effect on the way we think about culture, and that's one of the things that makes it so interesting to look at these data sets in the first place.

What's the relationship between media consumption and political attitudes?

There's a lot of research that has been done on this, but the most comprehensive is the work of Robert Putnam in Bowling Alone: The Collapse and Revival of American Community. He found that people who live in areas with higher levels of media consumption are more likely to vote Republican, and that the relationship is stronger for those who consume more media than for those who consume less. That's not to say that media consumption is the only determinant of voting behavior, but it does seem to be a factor.

How do you think this relates to Trump's election?

The data is clear: Trump won the popular vote by 3.8 million votes,"
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";"In what ways did the arts of the Harlem Renaissance break down racial boundaries?

I think it's fair to say that the art of the Harlem Renaissance was a response to the racism that permeated New York in the 19th century. There was a lot of anti-black sentiment in the United States at the time, and artists like Henry Wadsworth Longfellow tried to create a counterculture that was not based on race. Longfellow's poem ""Rosa Parks"" was an important part of that effort. The poem begins with a black woman in a white man's car, and she says, ""You see, I'm a Negro, too."" The poem is about the power of art to change people's minds and hearts, and that's what Longfellow was trying to do.

What was the most important work of the Harlem Renaissance?

The most important work of the Harlem Renaissance was the painting of John Coltrane, which was done in the summer of 1955 at the Whitney Museum of American Art in New York. Coltrane"
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?

It's hard to say, but I think the most important factor was the city's proximity to the Mississippi River, which was a major source of water for Chicago. In the mid-19th century, Chicago had an estimated population of 2.5 million, but by the end of the century it had grown to more than 6 million. This was due in part to immigrants from all over the United States, as well as a number of African-American families who settled in the city after the Civil War.

What was the impact of the railroad on Chicago's economy?

Railroading was a major industry in Chicago, and it provided the city with a steady stream of revenue. The Chicago & North Western (now known as CSX) railroad, for example, generated more than $1 billion in revenue in its heyday, from freight and passenger traffic.

How did Chicago get its nickname ""The City of Big Shoulders""?

The nickname was given to"
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?

I think it's fair to say that the majority of social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas. In other words, many of the ideas that we take for granted today were in vogue at the time, such as women's suffrage, civil rights, the abolition of slavery, and so on. These ideas have become part of our culture and are not going away any time soon.

What is your favorite book of the 20th century?

My favorite book of the 20th century is The Grapes of Wrath by Cormac McCarthy. It's a novel about a group of Irish-Americans who move to the United States in the early 1900s to escape the anti-Irish prejudice that was prevalent in their home country. The main character, Tom Haverford, is one of the most interesting characters in the book, and his life is filled with a lot"
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?

I'm a historian of the 20th century, and my research focuses on what led to the Great Depression, and how it was managed by the Federal Reserve System in the 1930s and 1940s. The Depression began in 1929, and it lasted until the end of World War II (1941-45).

In that time, a number of factors played a role in its onset. One of them was the financial crisis of 1929-30, which was caused by the collapse of the U.S. stock market and the Great Depression-like conditions that followed. The other factor was the Great Depression-like conditions that followed in the United States and Great Britain after they entered the First World War in 1914-18. These conditions were the result of war-induced unemployment, high inflation, and a lack of investment in the economy.

What was the role of government in the Great Depression?

There were two main ways in which government helped to stabilize the economy: monetary"
66;"How did environmental factors aﬀect the Great Depression?
";"How did environmental factors aﬀect the Great Depression?

In the 1930s, there was a lot of talk about the ""environmental crisis"" that was plaguing the United States. This was the result of industrialization, the spread of mechanization, and other factors that made it difficult to find work and raise a family, all of which contributed to the Great Depression. But it's worth noting that the economic crisis of the 1930s did not begin with the onset of the Great Depression. It was a long time in the making, and it had its roots in the Industrial Revolution of the 18th and 19th centuries. As we have seen, the Industrial Revolution brought with it an increase in the productivity of labor, and this in turn led to a massive increase in the number of people who could work in factories and on farms. But the problem was that these factories and farms were located in places that were inhospitable to human habitation, such as the arid deserts of the West and the steppes of Russia (see Figure"
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?

Hoover was a man of his time and the time was a tough one. In 1933 there was a lot of talk about ""socialism"" and ""communism"" as we know it today. Hoover had to make a decision: do he go along with the talk or stand up for the middle class and try to get the economy moving again? He chose the latter, and that's what made him a hero to a lot of people.

The Hoover administration did a lot of things that are considered right-wing today, such as cutting taxes on the rich to the point where they were the highest in the history of the United States. But it also did a lot of things that are considered left-wing today, such as the National Recovery Administration (NRA), which was a government program designed to help the unemployed get back on their feet and create jobs.

What was Hoover's legacy and how did it change over time?

Hoover's legacy is"
68;"How did the Great Depression aﬀect American citizens?
";"How did the Great Depression aﬀect American citizens?

In the 1930s, a number of factors contributed to the Great Depression. One of the most important was the Federal Reserve System, which created a system of money and credit to stimulate the economy. The Depression was caused by a combination of factors, such as high unemployment, low interest rates, and a lack of credit. These factors led to an oversupply of money and the need for people to borrow from each other to make ends meet. This resulted in a vicious cycle, which eventually brought about the Great Depression.

What is the difference between a credit default swap and a loan default swap?

A credit default swap is a type of derivative used to hedge risk, and the term ""loan default swap"" is a misnomer. These derivatives are designed to provide a hedge against the risk of defaulting on a loan by the borrower. In other words, if you are going to default on your loan, you are taking a risk that someone else will default on theirs"
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?

Hoover was a man of his time and the time was a tough one. In 1933, unemployment was at 10.5 percent, the stock market was in free fall, and there was a general sense of pessimism about the future. Hoover had to do something, and that something was to take a look at the nation's finances and figure out how to get the economy moving again.

The Hoover White House, like the rest of the government, was understaffed and overburdened with work. But Hoover's first priority was to make sure that people had food in their bellies and were able to pay their bills. He set up a task force of economic and financial experts to come up with a plan for recovery. The group was headed by Arthur Burns, who would go on to become Hoover's secretary of the treasury.

Burns and his team of economists worked for a year and a half, trying to come up with a plan that would help the"
70;"What Caused the Great Depression?
";"What Caused the Great Depression?

The economic crisis of the 1930s was a combination of factors. First, there was the rise of Hitler in Germany and Mussolini in Italy. These countries were the first to enter the First World War, and their economies were in a state of depression at the time. In addition, the United States and Great Britain had entered the war on the side of the Axis powers (Germany, Italy, and Japan, respectively). This created a situation in which the U.S. dollar was devalued by a factor of 10 to 15 per cent, and British and U.S. bonds were in the red.

Second, the Great Depression had its roots in the financial speculation that took place in the early 20th century. This led to an oversupply of credit, which was used to finance the building of the railroads and the expansion of the industrial economy. As a result, prices in the United States and the United Kingdom went up and prices in other countries went down. This"
71;"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?
";"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?

Hoover was a man of his time and his time was the 1930s. The New Deal had been in place for a few years by this time and it was a time of economic expansion, which meant that unemployment was at a low level and people were looking for work. Hoover, in his role as head of the Federal Reserve, saw this as an opportunity to help the economy, and he took advantage of it. He created a lot of money out of thin air, and that's what made it possible for people to get out of the unemployment line and into the work force.

What was Hoover's relationship with Franklin Delano Roosevelt?

Franklin D. Roosevelt was the president at the time, and Hoover had a close relationship with him. They worked together on a number of issues, such as trade policy, and the war in Europe. Roosevelt was very interested in Hoover's economic policies, and that helped Hoover get reelected in 1932 and then to the White House"
72;"What were the causes of World War II?
";"What were the causes of World War II?

In the past, historians have looked at the war as a clash of civilizations, with Germany and the Soviet Union at the head of the axis of evil. But that's not what happened. Germany was the aggressor, and the United States of America was the victim.

What was the war about?

It was about the expansion of the German empire in the Middle East, and the rise of Hitler as a national leader. Hitler's rise to power was based on a series of economic and political missteps, and the U.S. and its allies had to step in to stop him.

Why did it end?

After the war, the Allies agreed to a peace treaty that ended the war in Europe, but not in the Middle East. That's why there's no peace treaty in the Persian Gulf today.

How many people died in the war?

At least 6 million, according to the most recent estimates. That's a lot of"
73;"How did the civic values of the Axis powers diﬀer from the core democratic values of the United States?
";"How did the civic values of the Axis powers diﬀer from the core democratic values of the United States?

A few years ago I was in the middle of a discussion with a group of American and German intellectuals about the future of democracy in the post-Cold War world. One of the questions was: What would it mean to be a democratic nation if we were no longer the most powerful nation in the world? The Germans and Americans agreed that it would mean a loss of the moral high ground, but they were divided as to how to go about getting there. Some wanted to build a democracy from the ground up, while others argued that democracy was a necessary precondition for economic and political progress. I thought it was a good question to ask, so I wrote a book, Democracy at Risk (Oxford University Press, 2007), which is the most comprehensive account of this debate to date. In the book I try to make the case that democracy is an inherently unstable system, and that we have no choice but to make it work for the long term—not in the short term, but over"
74;"Would the alliance of Axis powers have happened if the U.S. had not adopted a policy of Isolationism?
";"Would the alliance of Axis powers have happened if the U.S. had not adopted a policy of Isolationism?

No, it would not have. In order to avoid war, the United States had to be convinced that Germany was a threat to world peace and that its expansionist policies were dangerous, not just to Germany but to the rest of the world as well. This was a difficult task, but it was the only way to ensure that war would not break out.

What is your opinion of the American public's support for the war?

I think the public is divided in two camps: those who think it was a mistake and those who think it was necessary. There is a third camp, which is the ""Never Trump"" camp. This is an anti-interventionist, anti-imperialist, anti-globalist movement. It has its roots in the Tea Party movement in the United States, but it is much broader than that. The Never Trumpers want to stop the Trump administration from taking the country in a different direction than it has in the past and from"
75;"How did American civic values contribute to the role the U.S. home front played during WWII?
";"How did American civic values contribute to the role the U.S. home front played during WWII?

In my research I found that Americans were willing to sacrifice a great deal for their country and the ideals it stood for. The war was an opportunity for Americans to prove their worth as a nation by fighting a war that had no end in sight. It was a time of national pride and the American people wanted to be part of the war effort as much as the Japanese were.

What is the most important lesson you learned from this time period?

The most important lesson is that we have to keep our eyes on the prize, not the prize itself. It is important to remember that there are people in the world who are more concerned with winning the war than we are. We need to be aware of that and make sure that we do our best to help those people win the war.

Do you have any advice for someone who wants to go into the military or work in the military?

If you are interested in becoming a military officer, I would recommend that you"
76;"Could steps have been taken by the Allies that would have prevented or greatly reduced the impact of the Holocaust?
";"Could steps have been taken by the Allies that would have prevented or greatly reduced the impact of the Holocaust?

A number of factors contributed to the failure of the Allies to take action against the Nazis, including a lack of leadership, an overabundance of resources (in the form of weapons of mass destruction), and the fact that Hitler was in a position to continue his war of aggression for another five or six years. In addition, there is no evidence that any steps were taken by the Allies to ensure that Jews would be spared the horrors of the Holocaust.

How do you respond to critics who say that your book is a whitewash of the Holocaust?

I have no problem with the criticism that I have made of the Holocaust. It is true that I have tried to be fair in my treatment of the Holocaust and that I have included a number of sources that are of interest to Holocaust deniers. However, I am not an anti-Semite or a Holocaust denier. I believe that the Holocaust was a terrible tragedy that should be commemorated with a memorial to the"
77;"What were the major turning points of the war in each theater of war?
";"What were the major turning points of the war in each theater of war?

A major turning point was the fall of Saigon in 1975. That was a watershed moment for the United States and Vietnam. It brought an end to the U.S. presence in Vietnam, which had been in place since the Spanish-American War in 1898. The war was over and there was no going back.

What is the most important lesson that you learned from your time in Vietnam?

One of the most important lessons was that you have to be willing to take risks in order to win. That's what we were taught at West Point, and it's what we learned as a military and political force in Vietnam. We had to do things that were not in our best interest, but that were necessary to get the job done.

How did you come to be the commander of the 82nd Airborne Division in Vietnam?

I was born in San Francisco and grew up in New York City. My father was a civil engineer and my mother was a"
78;"How did the role of technology aﬀect the outcome of World War II?
";"How did the role of technology aﬀect the outcome of World War II?

Aﬀect technology was a factor in the outcome of World War II. In fact, it was an integral part of the war effort and the development of the U.S. military, which had to be able to operate in a world of rapidly changing technology. The United States and Great Britain were at the forefront of technological development and the war effort was based on that technology.

How did the role of technology aﬀect the outcome of World War II?

Technology played a major role in the outcome of World War II. It helped the Allies win the war and to defeat the Axis powers. The technology that was developed in the United States and Great Britain was used in the war effort.

What is the relationship between technology and war?

Technology has a direct and positive effect on war. It can be used to make war more survivable, less costly, and more effective. Technology can also lead to a reduction in the number of casualties"
79;"How did World War II change the foreign policy of the United States?
";"How did World War II change the foreign policy of the United States?

It's hard to say what the answer is to that question without going into the history of the Cold War, but I think there are a couple of things that can be said. First of all, the Soviet Union was a much more powerful force in the world than it is today. It had a lot more nuclear weapons, which made it much more difficult for the United States to deal with, and that was an important factor in the decision to go to war in the first place. And it was a very, very dangerous time, with all the problems that we had at the time, and we had no idea what was going to happen in the future.

Second, the world was a much more dangerous place in the 1950s and 1960s than it is today. There were a lot more countries that were on the verge of nuclear war, and they were more willing to use them. So the decision to go to war was much more influenced by the fact that the world was a"
80;"What changes do you see on the 1923 map?
";"What changes do you see on the 1923 map?

The most obvious is that it's a lot more crowded. There are more places to go, and the number of people has increased by 50 per cent over the last 20 years.

What's your favourite part of the map?

I'm a fan of the river, which is one of the most beautiful rivers in the world. It has a lot of history and is a place where people come from all over the world to enjoy the water.

How do you feel about the changes that have taken place since you started mapping it?

It's a good thing that we're able to do this, because it gives people a sense of what's going on in the city and how it's changing.

What would you like to see changed next?

I'd like to see more people walking on the river, and a lot more public art. It's very important to have a public space that's not a shopping mall or a tourist attraction.
"
81;"What countries seemed to have lost the most territory?
";"What countries seemed to have lost the most territory?

The US, of course. It lost a lot of territory in the 20th century, but not as much as other countries that were in the top 10. In fact, there were more countries in the top 10 than there were in the top 20.

What's the most surprising thing you learned from this data?

I was surprised to see that, for all the talk about the ""end of history"" and the rise of the Chinese superpower, the United States is still the world's largest economy by some measures. That's a surprise to me as a Chinese-American, and it's something that has to be taken into account when we think about China's rise as a global power.

How do you think China is going to deal with the US in the future?

China has a lot of catching up to do to catch up to the US in terms of technology, economic growth, and so on. But the fact that we've had so many years"
82;"How did the Versailles Treaty Change the World?
";"How did the Versailles Treaty Change the World?

In 1871, the United States was at war with Great Britain. President Ulysses S. Grant signed the Treaty of Ghent to end the war, but it did not go into effect until July 1, 1872. This was a time of great change in the world, with the rise of Napoleon Bonaparte to power in France and the Russian Revolution to take place on the other side of the Atlantic. The war had been going on for a long time, and there was no end in sight. It was clear that peace was the only way to bring peace to the world.

On July 1, 1872, a group of French and American diplomats met in Paris to discuss the future of the peace treaty. The French wanted to change the treaty to include a clause that would allow France to annex New York and other territories in the U.S. If this was done, they would have the right to declare war on the United States, and the treaty would be null"
83;"How did Hitler Rise to Power?
";"How did Hitler Rise to Power?

Hitler's rise to power was the result of a series of events that took place over the course of several years. The first of these events was the assassination of Archduke Franz Ferdinand of Austria on June 28, 1914. This event, along with the Russian Revolution of 1917, set in motion an international wave of anti-imperialist sentiment that swept the world in the years that followed. This wave of anti-imperialist fervor culminated in the First World War, which was fought between Great Britain, France, and Russia in 1914-1918.

The Second World War, which began on November 11, 1939, was a direct result of the events of 1914-1918. In order to gain support for the war, Adolf Hitler began to demonize the Jewish people and their ""enemies of the people,"" which he referred to as the Aryan race. This demonization of the Jewish people and their ""enemies of the people"" led to the persecution"
84;"Do a close reading of the Atlantic Charter. What are the principles of the Charter that Churchill and Wilson thought would bring about “a better world”?
";"Do a close reading of the Atlantic Charter. What are the principles of the Charter that Churchill and Wilson thought would bring about “a better world”?

In his speech to the United Nations General Assembly in September 1945, Churchill said: ""We are the inheritors of a world which has gone to pieces in the last twenty or thirty years. There is no reason why this world should not be brought back together again in one world government."" The Atlantic Charter was an attempt to do just that.

Churchill was a strong believer in the power of international law, and believed that it was the best guarantor of peace in the world. But he did not see it as a panacea for the ills of the world. He believed that the world was in a state of war, and that there were two ways of dealing with that: one was to make war a last resort, and the other was to work out a peace based on mutual respect and the rule of law.

The British and American leaders of the time, however, were not in agreement on how to go about this. The American Secretary of State Cordell Hull"
85;"What principals are similar to Wilson’s Fourteen Points?
";"What principals are similar to Wilson’s Fourteen Points?

Principals have a variety of characteristics that make them different from each other. Some are good at one thing, others are good at another. The most important of these is that they are able to see the world in a way that others cannot. This is the basis of their leadership and leadership skills. It is not enough to be a good teacher, you have to be able to lead others to the same goal. In other words, you have to be able to make others do what you want them to do.

Wilson's Fourteen Points are:

1. Acknowledge and Love the Other, even if you disagree with them.

2. Be Kind to all people, no matter what they are or how they look.

3. Give and take without expecting anything in return.

4. Do not be Afraid to Say No.

5. Have a Positive attitude and always look for ways to improve your life.

6"
86;"How powerful were the military powers of the US, Nazi Germany, and Japan prior to Pearl Harbor?
";"How powerful were the military powers of the US, Nazi Germany, and Japan prior to Pearl Harbor?

What is the role of the United States in World War II?

Why did Japan attack Pearl Harbor?

Who was responsible for the attack and how did it come about?

What were the Japanese goals in the Pacific War?

What was the US role in World War II?

What was the role of the Soviet Union in World War II?

What was the role of the Chinese Communist Party in World War II?

What role did the Japanese Imperial Army play in World War II?

What was the role of the German Wehrmacht in World War II?

What was the role of the British Royal Air Force in World War II?

What was the role of the Italian Armed Forces in World War II?

What was the role of the French Armed Forces in World War II?

What was the role of the Dutch Armed Forces in World War II?

What was the role of the Portuguese"
87;"A Japanese Interment Story Local San Diego born and raised, Japanese Internment survivor Ruth Voorhies tells her experience during World War 2 when her family was placed in the Poston Arizona Japanese Internment camp. The experience was a tragic event that never should have happened and was a violation of American rights. Was the conduct of the United States during WWII consistent with its values?
";"A Japanese Interment Story Local San Diego born and raised, Japanese Internment survivor Ruth Voorhies tells her experience during World War 2 when her family was placed in the Poston Arizona Japanese Internment camp. The experience was a tragic event that never should have happened and was a violation of American rights. Was the conduct of the United States during WWII consistent with its values?

Ruth Voorhies is a survivor of the Japanese Internment Camp at Poston Arizona, located in San Diego County, California. She was born in the town of Yuma, Arizona on February 19, 1921 to a Japanese-American family. After graduating from high school, Ruth worked as a nurse for the U.S. Army Medical Corps and served in the Pacific theater of World War II. In 1942, Ruth and her husband moved to Los Angeles to be closer to their children and family. Ruth's husband died of typhoid fever in 1943 and the couple had no means of supporting their family. Ruth was able to find work in a grocery store and eventually opened her own business, which she ran until her death in 1996. Ruth's story is an example of the hardships faced by Japanese Americans during World War II.

During the summer of 1942, a group of about 100 Japanese Americans, including Ruth, were rounded up by the U.S. Army and sent to"
88;"What kinds of technological weapons are morally acceptable and what kinds are not?
";"What kinds of technological weapons are morally acceptable and what kinds are not?

I think it's important to be clear about what the difference is between moral and technological weapons. A moral weapon is one that causes harm, such as killing a human being in cold blood. A technological weapon is one that does not cause harm, such as a nuclear weapon, but does cause a great deal of damage to the environment, for example, by releasing radioactive material into the stratosphere. There are a number of ways in which these weapons can be used, and they are not mutually exclusive. For example, the United States has used biological weapons against its enemies, and we are not at war with the Soviet Union with respect to this. But the fact that they are used does not mean that they are morally acceptable.

In the case of nuclear weapons, it is clear that they are a very serious threat to human life and the environment. But they are not an acceptable means of self-defense against a foreign aggressor. And so, in my view, they are not morally"
89;"Under what circumstances is it morally acceptable to bomb civilians during a war?
";"Under what circumstances is it morally acceptable to bomb civilians during a war?

The question is a difficult one to answer in a way that does not lead to moral relativism, but I will try my best in this post. First, let it be noted that there are a number of circumstances in which it is morally acceptable to bomb civilians, including the following:

1. In self-defense against an aggressor who is using indiscriminate or disproportionate force. This is the most common justification for bombing civilian targets. It is a good thing to defend yourself against a hostile force, but it is not the same as defending the innocent civilians who are living in the area you are bombing. In other words, if you have the right to defend yourself, you have the right to do so in a non-discriminatory way.

2. To protect a civilian population from the effects of war crimes, such as mass murder, rape, pillage, etc.

3. To protect civilians from the effects of natural disasters, such as tsunamis"
90;"Was it the right decision for the U.S. Government to bring Nazi rocket scientists to the U.S. to help develop the American space program?
";"Was it the right decision for the U.S. Government to bring Nazi rocket scientists to the U.S. to help develop the American space program?

I think it was the right decision for the United States Government to bring Nazi rocket scientists to the U.S. to help develop the American space program. The Nazis were a lot smarter than we were at the time, and they had a lot more to offer in terms of technology, and they were willing to work with us on that. But we had to make a decision about what was going to happen to our people and what was going to happen to our country.

Did you have any concerns about the safety of the people who were working with you?

No, not at all. I was told by the head of the Atomic Energy Commission that there was no danger of radiation, and that was the end of it. The only thing that was a concern was that we were going to have a lot of work to do in the next few months and a lot of people to take care of, and it was important that we did it in a safe way.

How"
